,Date,Internal_Number,InfoCode,ISIN,SEDOL,Instrument_Name,Country,Currency,ICB,Mcap_Units_Index_Currency,Full_Mcap_Units_Index_Currency,Free_Float,Capfactor,FOR_FF,Weight
109274,2017-09-18,412532,35434.0,TRABRISA91E3,B03MQ60,BRISA BRIDGESTONE SABANCI,TR,TRY,40101015.0,84925078.0,666601872.6258676,0.1274,1.0,0.13,9.436255355137236e-05
109353,2017-09-18,ZA11X8,6483.0,ZAE000029773,6650443,INVICTA,ZA,ZAR,50204010.0,48863633.0,407196924.1105426,0.12,1.0,0.12,5.429370563165224e-05
109429,2017-09-18,PH208G,35038.0,PHY7311H1463,6850124,RIZAL COML.BKG.,PH,PHP,30101010.0,131738465.0,1374724371.0019844,0.2868,0.3341318,0.1,0.000146378175341
109501,2017-09-18,PK21V7,254924.0,PK0096501017,B67ZKR6,ENGRO FOODS,PK,PKR,45102020.0,92518939.0,714984082.0012957,0.1294,1.0,0.13,0.0001028002981157
109870,2017-12-18,ID20SP,41349.0,ID1000092703,6545248,BANK PAN INDONESIA,ID,IDR,30101010.0,290214224.0,2035162864.725248,0.1426,1.0,0.14,0.0003199929637138
109963,2017-12-18,MY20H3,12695.0,MYL4502OO000,6812555,MEDIA PRIMA,MY,MYR,40301035.0,22212698.0,164415493.200099,0.6967,0.1939156,0.14,2.449193208772504e-05
110072,2017-12-18,TR603T,261499.0,TREPOHO00012,B807W66,POLISAN HOLDING,TR,TRY,55201020.0,109009800.0,828971874.9900001,0.1315,1.0,0.13,0.0001201952423112
110098,2017-12-18,412532,35434.0,TRABRISA91E3,B03MQ60,BRISA BRIDGESTONE SABANCI,TR,TRY,40101015.0,72457347.0,568738997.0524632,0.1274,1.0,0.13,7.989215996997428e-05
110146,2017-12-18,TH22KY,261603.0,TH3437010004,B6ZG0Q0,ASIA AVIATION,TH,THB,40501010.0,521435.0,929547968.75,0.4768,0.0011765,0.0,5.749391905550108e-07
110205,2017-12-18,IN02KR,45214.0,INE084A01016,6099789,Bank of India,IN,INR,30101010.0,232702994.0,3337092852.709178,0.1198,0.5820722,0.07,0.0002565805345059
110228,2017-12-18,IN705H,292249.0,INE752P01024,BZ05GC3,FUTURE RETAIL,IN,INR,40401010.0,368812514.0,4077494989.1010957,0.523,0.172946,0.09,0.0004066561858442
110288,2017-12-18,IN81AO,284284.0,INE122R01018,BYM6HJ1,MANPASAND BEVERAGES,IN,INR,45101020.0,48186740.0,750034985.9501958,0.38,0.1690684,0.06,5.31311578453398e-05
110317,2017-12-18,IN09DR,14237.0,INE667A01018,6674001,Syndicate Bnk,IN,INR,30101010.0,140993077.0,1208257210.4344087,0.158,0.7385524,0.12,0.0001554603077358
110325,2017-12-18,IN12OW,247831.0,INE490G01020,B4NRBT1,MOIL,IN,INR,55102050.0,136522967.0,994004588.353671,0.2506,0.5480703,0.14,0.000150531521933
110327,2017-12-18,IN01GM,6622.0,INE434A01013,6580368,ANDHRA BANK,IN,INR,30101010.0,89580982.0,818482780.572891,0.212,0.5162623,0.11,9.877284278999871e-05
110329,2017-12-18,IN01JP,10705.0,INE428A01015,6708289,Allahabad Bank,IN,INR,30101010.0,88267172.0,923681835.0408283,0.1851,0.5162623,0.1,9.732422338788136e-05
110340,2017-12-18,IN0319,5161.0,INE178A01016,6121563,CHENNAI PETROLEUM,IN,INR,60101020.0,83194010.0,967417261.436175,0.3271,0.2629043,0.09,9.173050671402086e-05
110363,2017-12-18,IN70CO,294681.0,INE947Q01010,BDFDSD3,LAURUS LABS,IN,INR,20103015.0,24863053.0,886125469.6729838,0.6674,0.042041,0.03,2.741423871920053e-05
110374,2017-12-18,IN01FL,214021.0,INE814H01011,B3WQH49,Adani Power,IN,INR,65101015.0,308038195.0,2135896128.8643475,0.3383,0.426307,0.14,0.0003396458436685
110389,2017-12-18,IN05EO,42448.0,INE008A01015,6099552,IDBI Bank,IN,INR,30101010.0,155733996.0,2155814849.574508,0.0955,0.7564297,0.07,0.0001717137852314
110408,2017-12-18,IN089M,215091.0,INE542F01012,B2NXD22,RELIANCE NAVAL & ENGINEERING,IN,INR,50206060.0,47843655.0,398697028.1085728,0.366,0.3278689,0.12,5.275286906113551e-05
110415,2017-12-18,IN07YA,24360.0,INE141A01014,6121507,Orient Bank Comm,IN,INR,30101010.0,90579483.0,659768660.4127069,0.2857,0.4805382,0.14,9.98737994896993e-05
110431,2017-12-18,IN00RW,4600.0,INE531E01026,B02GZ11,HINDUSTAN COPPER,IN,INR,55102040.0,145221514.0,1320195593.6683018,0.11,1.0,0.11,0.0001601226225902
110432,2017-12-18,IN0AS7,9904.0,INE692A01016,6579634,Union Bank,IN,INR,30101010.0,251981512.0,1750012037.0508666,0.2491,0.5780347,0.14,0.0002778372118175
110619,2017-12-18,CN91QZ,293471.0,KYG226921008,BYNJJY8,COFCO JOYCOME FOODS,CN,HKD,45102020.0,46433575.0,773892918.9772019,0.06,1.0,0.06,5.119810144135967e-05
110733,2017-12-18,EV058,170885.0,RU000A0JPVJ0,B5B27G4,ROSSETI,RU,RUB,65101015.0,356194000.0,2968291143.1404,0.12,1.0,0.12,0.0003927428922886
110736,2017-12-18,EV052,153475.0,RU000A0JPNN9,B59RSV3,FGC UES,RU,RUB,65101015.0,116663807.0,3503411776.9781694,0.0333,1.0,0.03,0.0001286346232294
111140,2017-12-18,EG9025,39237.0,EGS42111C012,6325859,ALEXANDRIA CONTAINERS,EG,EGP,50206010.0,55847184.0,1396179687.1445866,0.04,1.0,0.04,6.157763626096588e-05
111148,2017-12-18,EG5043,281356.0,EGS673Y1C015,BVW29L4,EMAAR MISR FOR DEVELOPMENT,EG,EGP,35101010.0,119833867.0,919676505.284922,0.1303,1.0,0.13,0.000132129961537
111159,2017-12-18,EG7034,39304.0,EGS3E181C010,B0Y52Q0,EGYPT ALUMINIUM,EG,EGP,55102035.0,99514663.0,992170121.25,0.1003,1.0,0.1,0.0001097258139433
111220,2017-12-18,PK704K,290545.0,PK0100401014,BZ4SX72,AMRELI STEELS (PVT),PK,PKR,55102010.0,29358389.0,227584411.915896,0.129,1.0,0.13,3.237083894955101e-05
111283,2017-12-18,ZA11X8,6483.0,ZAE000029773,6650443,INVICTA,ZA,ZAR,50204010.0,48495616.0,404130113.98393303,0.12,1.0,0.12,5.3471727460770045e-05
111742,2018-03-19,ID20SP,41349.0,ID1000092703,6545248,BANK PAN INDONESIA,ID,IDR,30101010.0,273931825.0,1920980540.394828,0.1426,1.0,0.14,0.0002784163139848
111787,2018-03-19,ID10PL,45268.0,ID1000104201,B19HL05,SENTUL CITY,ID,IDR,35101010.0,77026130.0,770261297.1356161,0.1,1.0,0.1,7.828711101793588e-05
111838,2018-03-19,MY20H3,12695.0,MYL4502OO000,6812555,MEDIA PRIMA,MY,MYR,40301035.0,12646782.0,133076415.05130148,0.6967,0.1364059,0.1,1.2853820209500764e-05
111876,2018-03-19,MY70D4,296405.0,MYL5283OO006,BD9GJH9,ECO WORLD INTERNATIONAL,MY,MYR,35101010.0,33388845.0,612639360.0,0.0545,1.0,0.05,3.393544781849553e-05
111902,2018-03-19,BR03UZ,153189.0,BRPRMLACNOR9,BLD3273,PRUMO LOGISTICA ON,BR,BRL,50206060.0,169779571.0,1305996694.2640007,0.13,1.0,0.13,0.0001725590020354
111960,2018-03-19,TR603T,261499.0,TREPOHO00012,B807W66,POLISAN HOLDING,TR,TRY,55201020.0,84592644.0,643290062.3000001,0.1315,1.0,0.13,8.597749506730674e-05
111986,2018-03-19,412532,35434.0,TRABRISA91E3,B03MQ60,BRISA BRIDGESTONE SABANCI,TR,TRY,40101015.0,69359432.0,544422542.6311088,0.1274,1.0,0.13,7.049490287419314e-05
111996,2018-03-19,TH220E,251124.0,TH1019010Y00,B4Q5QB9,LH FINANCIAL GP.,TH,THB,30101010.0,151674146.0,1133324846.146952,0.5395,0.2480649,0.13,0.0001541571763562
112035,2018-03-19,TH22KY,261603.0,TH3437010004,B6ZG0Q0,ASIA AVIATION,TH,THB,40501010.0,831256.0,831251515.25,0.5143,0.0019444,0.0,8.448643435198589e-07
112099,2018-03-19,IN02KR,45214.0,INE084A01016,6099789,Bank of India,IN,INR,30101010.0,218609932.0,1824790719.6462653,0.1198,1.0,0.12,0.0002221887561546
112101,2018-03-19,IN60IT,288048.0,INE455T01018,BD0Q9Y5,JINDAL STAINLESS,IN,INR,55102010.0,19051332.0,642843889.2134091,0.677,0.0437755,0.03,1.9363217953745757e-05
112159,2018-03-19,IN60Y9,286707.0,INE500L01026,BYT56K5,S H KELKAR & CO,IN,INR,55201020.0,76506646.0,545863935.3326896,0.4278,0.3276227,0.14,7.775912263814786e-05
112189,2018-03-19,IN03NV,74322.0,INE836F01026,B1RMW32,Dish TV India,IN,INR,40301035.0,98627980.0,1101889887.4304218,0.4182,0.2140316,0.09,0.0001002426010463
112217,2018-03-19,IN03GO,45197.0,INE077A01010,6100001,DENA BANK,IN,INR,30101010.0,41372453.0,344770412.4925612,0.12,1.0,0.12,4.20497540392505e-05
112231,2018-03-19,IN0319,5161.0,INE178A01016,6121563,CHENNAI PETROLEUM,IN,INR,60101020.0,66655786.0,775103375.664794,0.3271,0.2629043,0.09,6.774699596837822e-05
112254,2018-03-19,IN70CO,294681.0,INE947Q01010,BDFDSD3,LAURUS LABS,IN,INR,20103015.0,35857900.0,852927038.3660574,0.6674,0.0629922,0.04,3.644492327694567e-05
112256,2018-03-19,IN70AM,294439.0,INE916U01025,BD8DJG0,SHEELA FOAM LTD,IN,INR,40202015.0,54959752.0,1101397896.593064,0.0499,1.0,0.05,5.5859488284588925e-05
112262,2018-03-19,IN81KY,286387.0,INE335K01011,BYWR341,COFFEE DAY ENTERPRISES,IN,INR,45101020.0,112272034.0,992196832.497393,0.27,0.4190926,0.11,0.0001141100194176
112265,2018-03-19,IN01FL,214021.0,INE814H01011,B3WQH49,Adani Power,IN,INR,65101015.0,95584322.0,1546121085.4926,0.2883,0.2144364,0.06,9.714911586481275e-05
112279,2018-03-19,IN05EO,42448.0,INE008A01015,6099552,IDBI Bank,IN,INR,30101010.0,283524994.0,2968848197.665371,0.0955,1.0,0.1,0.0002881665310413
112298,2018-03-19,IN089M,215091.0,INE542F01012,B2NXD22,RELIANCE NAVAL & ENGINEERING,IN,INR,50206060.0,44793257.0,373277055.3041286,0.3721,0.322494,0.12,4.552655941060434e-05
112648,2018-03-19,EV058,170885.0,RU000A0JPVJ0,B5B27G4,ROSSETI,RU,RUB,65101015.0,338273234.0,2818951315.03188,0.12,1.0,0.12,0.0003438110447007
112651,2018-03-19,EV052,153475.0,RU000A0JPNN9,B59RSV3,FGC UES,RU,RUB,65101015.0,129008712.0,3897579976.4253135,0.0331,1.0,0.03,0.0001311206905841
113121,2018-03-19,EG9025,39237.0,EGS42111C012,6325859,ALEXANDRIA CONTAINERS,EG,EGP,50206010.0,57738599.0,1443465071.6701925,0.04,1.0,0.04,5.868382729254452e-05
113128,2018-03-19,EG7023,43458.0,EGS3D061C015,6675275,EGYPT IRON & STEEL,EG,EGP,55102010.0,42762191.0,427194676.68074083,0.1001,1.0,0.1,4.346224319185163e-05
113129,2018-03-19,EG5043,281356.0,EGS673Y1C015,BVW29L4,EMAAR MISR FOR DEVELOPMENT,EG,EGP,35101010.0,149771087.0,1149432642.2458882,0.1303,1.0,0.13,0.0001522229627172
113139,2018-03-19,EG7034,39304.0,EGS3E181C010,B0Y52Q0,EGYPT ALUMINIUM,EG,EGP,55102035.0,99918282.0,996194234.75,0.1003,1.0,0.1,0.0001015540263499
113297,2018-03-19,MX403Q,268503.0,MX01VO000009,BDZDPH6,VOLARIS,MX,MXN,40501010.0,20613360.0,700514479.663272,0.6669,0.0441236,0.03,2.0950817635167167e-05
113357,2018-03-19,PH04R1,26950.0,PHY249161019,6341446,FILINVEST LAND,PH,PHP,35101010.0,95094223.0,805379326.8494626,0.4058,0.290966,0.12,9.66509935416118e-05
113369,2018-03-19,PH208G,35038.0,PHY7311H1463,6850124,RIZAL COML.BKG.,PH,PHP,30101010.0,143424677.0,1240279381.7966073,0.5755,0.2009366,0.12,0.0001457726567725
113731,2018-06-18,ID20SP,41349.0,ID1000092703,6545248,BANK PAN INDONESIA,ID,IDR,30101010.0,214778106.0,1506157824.737632,0.1426,1.0,0.14,0.0002289634664809
113755,2018-06-18,ID7068,273552.0,ID1000130404,BHWQMH5,BANK INA PERDANA,ID,IDR,30101010.0,6866085.0,172949237.25,0.0397,1.0,0.04,7.319566468067221e-06
113827,2018-06-18,MY20H3,12695.0,MYL4502OO000,6812555,MEDIA PRIMA,MY,MYR,40301035.0,14699297.0,151222888.194879,0.7126,0.1364059,0.1,1.5670135371956667e-05
113870,2018-06-18,BR801B,298732.0,BRAZULACNPR4,BD97PR4,AZUL PN,BR,BRL,40501010.0,245972009.0,1941408111.0809681,0.6566,0.1929603,0.13,0.0002622176202536
113947,2018-06-18,TR603T,261499.0,TREPOHO00012,B807W66,POLISAN HOLDING,TR,TRY,55201020.0,64114879.0,478112435.64,0.1341,1.0,0.13,6.83494478196217e-05
113974,2018-06-18,412532,35434.0,TRABRISA91E3,B03MQ60,BRISA BRIDGESTONE SABANCI,TR,TRY,40101015.0,47357456.0,371722572.84341806,0.1274,1.0,0.13,5.048525425341644e-05
113982,2018-06-18,TH220E,251124.0,TH1019010Y00,B4Q5QB9,LH FINANCIAL GP.,TH,THB,30101010.0,45994297.0,1011523945.3609765,0.1833,0.2480649,0.05,4.903206325635712e-05
114023,2018-06-18,TH22KY,261603.0,TH3437010004,B6ZG0Q0,ASIA AVIATION,TH,THB,40501010.0,914664.0,801652329.0,0.5868,0.0019444,0.0,9.750744338219285e-07
114080,2018-06-18,IN70R3,298275.0,INE010J01012,BF1XGY8,TEJAS NETWORKS,IN,INR,15101010.0,38846580.0,409716731.5517716,0.9219,0.1028455,0.09,4.141226395640176e-05
114092,2018-06-18,IN60IT,288048.0,INE455T01018,BD0Q9Y5,JINDAL STAINLESS,IN,INR,55102010.0,12481280.0,565042039.1756469,0.5046,0.0437755,0.02,1.3305625923150972e-05
114220,2018-06-18,IN03GO,45197.0,INE077A01010,6100001,DENA BANK,IN,INR,30101010.0,65141686.0,542847435.6190803,0.12,1.0,0.12,6.944407191564974e-05
114235,2018-06-18,IN0319,5161.0,INE178A01016,6121563,CHENNAI PETROLEUM,IN,INR,60101020.0,57196767.0,665109652.873512,0.3271,0.2629043,0.09,6.097441814586533e-05
114259,2018-06-18,IN70CO,294681.0,INE947Q01010,BDFDSD3,LAURUS LABS,IN,INR,20103015.0,32626062.0,776053532.6473944,0.6674,0.0629922,0.04,3.4780901984214026e-05
114268,2018-06-18,IN81KY,286387.0,INE335K01011,BYWR341,COFFEE DAY ENTERPRISES,IN,INR,45101020.0,106134080.0,936565563.8074433,0.2704,0.4190926,0.11,0.0001131438735592
114272,2018-06-18,IN01FL,214021.0,INE814H01011,B3WQH49,Adani Power,IN,INR,65101015.0,75253923.0,1037357799.7944001,0.3383,0.2144364,0.07,8.022418763841587e-05
114307,2018-06-18,IN089M,215091.0,INE542F01012,B2NXD22,RELIANCE NAVAL & ENGINEERING,IN,INR,50206060.0,18229948.0,151225342.03236222,0.3738,0.322494,0.12,1.943397381410354e-05
114578,2018-06-18,KR40FU,277507.0,KR7192400000,BPF0559,CUCKOO HOLDINGS,KR,KRW,40202020.0,139597671.0,1020451208.6254,0.1368,1.0,0.14,0.0001488176204739
115001,2018-06-18,EV058,170885.0,RU000A0JPVJ0,B5B27G4,ROSSETI,RU,RUB,65101015.0,281760749.0,2561452436.9876404,0.11,1.0,0.11,0.0003003700843199
115096,2018-06-18,EG9025,39237.0,EGS42111C012,6325859,ALEXANDRIA CONTAINERS,EG,EGP,50206010.0,68391416.0,1367828233.9794743,0.05,1.0,0.05,7.290843548503055e-05
115103,2018-06-18,EG7023,43458.0,EGS3D061C015,6675275,EGYPT IRON & STEEL,EG,EGP,55102010.0,31360607.0,348064457.0359776,0.0901,1.0,0.09,3.3431868002716855e-05
115104,2018-06-18,EG5043,281356.0,EGS673Y1C015,BVW29L4,EMAAR MISR FOR DEVELOPMENT,EG,EGP,35101010.0,136881361.0,1050509255.192496,0.1303,1.0,0.13,0.000145921907474
115114,2018-06-18,EG7034,39304.0,EGS3E181C010,B0Y52Q0,EGYPT ALUMINIUM,EG,EGP,55102035.0,89972123.0,885552399.5999999,0.1016,1.0,0.1,9.591447448897292e-05
115271,2018-06-18,MX403Q,268503.0,MX01VO000009,BDZDPH6,CONTROLADORA VUELA COMPANIA DE AVIACION,MX,MXN,40501010.0,17244282.0,465259127.96376294,0.84,0.0441236,0.04,1.8383207940637955e-05
115328,2018-06-18,PH601D,261188.0,PHY223581083,B7ZWPZ9,EAST WEST BANKING,PH,PHP,30101010.0,57314410.0,622982806.7593117,0.23,0.4,0.09,6.109983106429015e-05
115331,2018-06-18,PH04R1,26950.0,PHY249161019,6341446,FILINVEST LAND,PH,PHP,35101010.0,83564710.0,707731753.2451539,0.4058,0.290966,0.12,8.908387374024084e-05
115694,2018-09-24,ID20SP,41349.0,ID1000092703,6545248,BANK PAN INDONESIA,ID,IDR,30101010.0,214667405.0,1505381524.2910078,0.1426,1.0,0.14,0.0002478328273773
115826,2018-09-24,BR801B,298732.0,BRAZULACNPR4,BD97PR4,AZUL PN,BR,BRL,40501010.0,245315657.0,1903368106.3451083,0.8398,0.1534711,0.13,0.0002832161355574
115935,2018-09-24,412532,35434.0,TRABRISA91E3,B03MQ60,BRISA BRIDGESTONE SABANCI,TR,TRY,40101015.0,38660664.0,303458899.19247,0.1274,1.0,0.13,4.463361201672209e-05
115943,2018-09-24,TR12OB,284826.0,TRECARF00032,BZ3FB92,CARREFOURSA CFR.SAB,TR,TRY,45201010.0,13207253.0,440241745.824244,0.03,1.0,0.03,1.524773103246982e-05
115954,2018-09-24,TH220E,251124.0,TH1019010Y00,B4Q5QB9,LH FINANCIAL GP.,TH,THB,30101010.0,138123815.0,1032076544.7058812,0.1833,0.73012,0.13,0.0001594634993589
115992,2018-09-24,TH22KY,261603.0,TH3437010004,B6ZG0Q0,ASIA AVIATION,TH,THB,40501010.0,664004.0,664015963.8000001,0.509,0.0019646,0.0,7.665904784654379e-07
116068,2018-09-24,IN02KR,45214.0,INE084A01016,6099789,Bank of India,IN,INR,30101010.0,163116322.0,2003885933.99155,0.0814,1.0,0.08,0.0001883172681602
116196,2018-09-24,IN0319,5161.0,INE178A01016,6121563,CHENNAI PETROLEUM,IN,INR,60101020.0,47952393.0,557611930.85004,0.3271,0.2629043,0.09,5.536088320768055e-05
116216,2018-09-24,IN70CO,294681.0,INE947Q01010,BDFDSD3,LAURUS LABS,IN,INR,20103015.0,26882154.0,628131896.34839,0.6493,0.0659125,0.04,3.1035360174097724e-05
116228,2018-09-24,IN01FL,214021.0,INE814H01011,B3WQH49,Adani Power,IN,INR,65101015.0,176450899.0,1309828587.6669998,0.2883,0.4672667,0.13,0.0002037119943404
116242,2018-09-24,IN05EO,42448.0,INE008A01015,6099552,IDBI Bank,IN,INR,30101010.0,183966071.0,3035743743.4396253,0.0606,1.0,0.06,0.0002123882361993
116263,2018-09-24,IN08O1,4752.0,INE855B01025,6349956,RAIN INDUSTRIES,IN,INR,50101030.0,123246161.0,866527036.462021,0.68,0.2091618,0.14,0.0001422872957542
116278,2018-09-24,IN00RW,4600.0,INE531E01026,B02GZ11,HINDUSTAN COPPER,IN,INR,55102040.0,84979193.0,719552817.3896999,0.1181,1.0,0.12,9.810820450099217e-05
116301,2018-09-24,IN815J,297351.0,INE031A01017,BDVJZR8,HOUSING AND URBAN DEVELOPMENT,IN,INR,30201025.0,144877139.0,1421758088.2649999,0.1019,1.0,0.1,0.0001672601901565
116307,2018-09-24,IN808L,5035.0,INE248A01017,6169165,ITI,IN,INR,15101010.0,66975743.0,1066492724.6999999,0.0628,1.0,0.06,7.732327948619015e-05
116317,2018-09-24,IN80W9,215340.0,INE805D01034,BF0F7S6,SUNTECK REALTY,IN,INR,35101010.0,50912355.0,900449876.1215193,0.4254,0.1329126,0.06,5.8778149799176256e-05
117168,2018-09-24,EG7023,43458.0,EGS3D061C015,6675275,EGYPT IRON & STEEL,EG,EGP,55102010.0,23586512.0,235629452.13742083,0.1001,1.0,0.1,2.7230552104220447e-05
117169,2018-09-24,EG5043,281356.0,EGS673Y1C015,BVW29L4,EMAAR MISR FOR DEVELOPMENT,EG,EGP,35101010.0,118628675.0,910427375.15136,0.1303,1.0,0.13,0.0001369564230456
117179,2018-09-24,EG7034,39304.0,EGS3E181C010,B0Y52Q0,EGYPT ALUMINIUM,EG,EGP,55102035.0,51325168.0,505168972.0,0.1016,1.0,0.1,5.92547410775221e-05
117250,2018-09-24,PK803K,9640.0,PK0078401012,6739041,BYCO PETROLEUM PAKISTAN,PK,PKR,60101020.0,38888265.0,475988295.76568776,0.0817,1.0,0.08,4.48963766378527e-05
117257,2018-09-24,PK213F,26526.0,PK0000501012,6484802,KARACHI ELECTRIC SUPP.,PK,PKR,65101015.0,108903653.0,1178612071.9455209,0.0924,1.0,0.09,0.0001257289164822
117333,2018-09-24,MX403Q,268503.0,MX01VO000009,BDZDPH6,CONTROLADORA VUELA COMPANIA DE AVIACION,MX,MXN,40501010.0,19847721.0,674495120.1194804,0.84,0.035031,0.03,2.291412994174511e-05
117368,2018-09-24,PH04R1,26950.0,PHY249161019,6341446,FILINVEST LAND,PH,PHP,35101010.0,76572614.0,648513137.2811501,0.4058,0.290966,0.12,8.840283613292886e-05
117384,2018-09-24,PH807L,297740.0,PHY3003W1037,BF3X5V6,EAGLE CEMENT,PH,PHP,50101010.0,187506034.0,1396172950.0,0.1343,1.0,0.13,0.0002164751120764
117411,2018-09-24,EV058,170885.0,RU000A0JPVJ0,B5B27G4,ROSSETI,RU,RUB,65101015.0,234985071.0,2136235072.6079998,0.11,1.0,0.11,0.0002712895073073
117766,2018-12-24,TH220E,251124.0,TH1019010Y00,B4Q5QB9,LH FINANCIAL GP.,TH,THB,30101010.0,120945232.0,903717119.0490212,0.1833,0.73012,0.13,0.0001529059509482
117808,2018-12-24,TH22KY,261603.0,TH3437010004,B6ZG0Q0,ASIA AVIATION,TH,THB,40501010.0,724161.0,628160883.8000001,0.5868,0.0019646,0.0,9.155261808473556e-07
117869,2018-12-24,ID20SP,41349.0,ID1000092703,6545248,BANK PAN INDONESIA,ID,IDR,30101010.0,264294816.0,1853399833.6701121,0.1426,1.0,0.14,0.0003341367782996
118002,2018-12-24,BR801B,298732.0,BRAZULACNPR4,BD97PR4,AZUL PN,BR,BRL,40501010.0,377089770.0,2925784071.3931375,0.8398,0.1534711,0.13,0.0004767386768477
118089,2018-12-24,TR12OB,284826.0,TRECARF00032,BZ3FB92,CARREFOURSA CFR.SAB,TR,TRY,45201010.0,13899085.0,463302840.0,0.03,1.0,0.03,1.757202639650957e-05
118120,2018-12-24,412532,35434.0,TRABRISA91E3,B03MQ60,BRISA BRIDGESTONE SABANCI,TR,TRY,40101015.0,45501444.0,357154194.33193505,0.1274,1.0,0.13,5.752555474315769e-05
118150,2018-12-24,IN02KR,45214.0,INE084A01016,6099789,Bank of India,IN,INR,30101010.0,204128072.0,2507715845.3678,0.0814,1.0,0.08,0.0002580705038822
118174,2018-12-24,IN815J,297351.0,INE031A01017,BDVJZR8,HOUSING AND URBAN DEVELOPMENT,IN,INR,30201025.0,125950428.0,1236019824.384,0.1019,1.0,0.1,0.0001592338089498
118191,2018-12-24,IN808L,5035.0,INE248A01017,6169165,ITI,IN,INR,15101010.0,72894352.0,1160738092.8,0.0628,1.0,0.06,9.215725189826956e-05
118242,2018-12-24,IN80W9,215340.0,INE805D01034,BF0F7S6,SUNTECK REALTY,IN,INR,35101010.0,41399298.0,732199350.0207884,0.4254,0.1329126,0.06,5.233938473309328e-05
118310,2018-12-24,IN60MX,291200.0,INE002S01010,BD04046,MAHANAGAR GAS,IN,INR,65102020.0,104836979.0,1231796759.108974,0.335,0.2540567,0.09,0.0001325409667124
118312,2018-12-24,IN0319,5161.0,INE178A01016,6121563,CHENNAI PETROLEUM,IN,INR,60101020.0,50854166.0,591355045.61408,0.3271,0.2629043,0.09,6.42927751952362e-05
118334,2018-12-24,IN70CO,294681.0,INE947Q01010,BDFDSD3,LAURUS LABS,IN,INR,20103015.0,24600743.0,574824150.7168921,0.6493,0.0659125,0.04,3.1101680820697764e-05
118350,2018-12-24,IN01FL,214021.0,INE814H01011,B3WQH49,Adani Power,IN,INR,65101015.0,374884964.0,2782842069.7088,0.2883,0.4672667,0.13,0.0004739512337008
118371,2018-12-24,IN05EO,42448.0,INE008A01015,6099552,IDBI Bank,IN,INR,30101010.0,221476736.0,3654731446.134131,0.0606,1.0,0.06,0.0002800036873797
118396,2018-12-24,IN08O1,4752.0,INE855B01025,6349956,RAIN INDUSTRIES,IN,INR,50101030.0,91235969.0,641467715.9270719,0.68,0.2091618,0.14,0.0001153457839547
118412,2018-12-24,IN00RW,4600.0,INE531E01026,B02GZ11,HINDUSTAN COPPER,IN,INR,55102040.0,77748083.0,658324138.42944,0.1181,1.0,0.12,9.829361909463946e-05
119168,2018-12-24,MX403Q,268503.0,MX01VO000009,BDZDPH6,CONTROLADORA VUELA COMPANIA DE AVIACION,MX,MXN,40501010.0,13812145.0,469385115.51020896,0.84,0.035031,0.03,1.7462111824801246e-05
119282,2018-12-24,EG7023,43458.0,EGS3D061C015,6675275,EGYPT IRON & STEEL,EG,EGP,55102010.0,25309212.0,280901354.595599,0.0901,1.0,0.09,3.1997368268404485e-05
119284,2018-12-24,EG5043,281356.0,EGS673Y1C015,BVW29L4,EMAAR MISR FOR DEVELOPMENT,EG,EGP,35101010.0,105447934.0,809270227.30048,0.1303,1.0,0.13,0.0001333133713266
119295,2018-12-24,EG7034,39304.0,EGS3E181C010,B0Y52Q0,EGYPT ALUMINIUM,EG,EGP,55102035.0,52417285.0,515918172.0,0.1016,1.0,0.1,6.626896055771765e-05
119334,2018-12-24,PK803K,9640.0,PK0078401012,6739041,BYCO PETROLEUM PAKISTAN,PK,PKR,60101020.0,28883677.0,353533491.10055655,0.0817,1.0,0.08,3.65164134669481e-05
119365,2018-12-24,PK213F,26526.0,PK0000501012,6484802,KARACHI ELECTRIC SUPP.,PK,PKR,65101015.0,110813049.0,1199274312.5835147,0.0924,1.0,0.09,0.0001400962597254
119442,2018-12-24,EV058,170885.0,RU000A0JPVJ0,B5B27G4,ROSSETI,RU,RUB,65101015.0,250640390.0,2278550925.8316,0.11,1.0,0.11,0.0003168740639481
119465,2018-12-24,PH04R1,26950.0,PHY249161019,6341446,FILINVEST LAND,PH,PHP,35101010.0,77436747.0,655831714.7009662,0.4058,0.290966,0.12,9.790001013331692e-05
119855,2019-03-18,ID20SP,41349.0,ID1000092703,6545248,BANK PAN INDONESIA,ID,IDR,30101010.0,349638300.0,2451881486.13642,0.1426,1.0,0.14,0.0003862525162343
119994,2019-03-18,BR12JO,36102.0,BRCGASACNPA3,2039110,GAS DE SAO PAULO PN,BR,BRL,65102020.0,85770427.0,612645969.3565798,0.14,1.0,0.14,9.47523290418912e-05
120078,2019-03-18,TR12OB,284826.0,TRECARF00032,BZ3FB92,CARREFOURSA CFR.SAB,TR,TRY,45201010.0,13910906.0,463696900.590693,0.03,1.0,0.03,1.5367659794707778e-05
120084,2019-03-18,TR503S,264589.0,TRETUMO00011,B8BSM91,TUMOSAN MOTOR A,TR,TRY,40101025.0,12033511.0,103114921.35,0.1167,1.0,0.12,1.3293663488479742e-05
120109,2019-03-18,412532,35434.0,TRABRISA91E3,B03MQ60,BRISA BRIDGESTONE SABANCI,TR,TRY,40101015.0,54486891.0,427683594.8044012,0.1274,1.0,0.13,6.019277278987616e-05
